formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
Be,Ti,8.098176455,17.63631716,9.012182,47.867,2743,3560,130,110,2,4,96,160,1848,4507,1.67,1.52,1.57,1.54,9.3227,6.82812,0,0,-3.755038695,-7.77522712,2.508239481,3.219799121,3.160183721,4.056692689,0,2.25E-05,7.89,16.69,8000,1100,4000,1600,1.825,0.524,16.443,25.06,7.895,14.15,8.11,17.67,1,0,0,1,0,0,1,1,0,0,0,0,1560,1941,67,43,112,142,0,8,2,4,0,8,0,2,0,0,0,0,0,0,0,0,0,0,2,2,4,22,5.6,14.6,2,4,132,44,194,194,12,8,2.20087,2.70452,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0]"
Be,Tl,8.098176455,28.64087656,9.012182,204.3833,2743,1746,130,43,2,13,96,145,1848,11850,1.67,1.12,1.57,1.62,9.3227,6.108194,0,0,-3.755038695,-2.27267753,2.508239481,3.775558738,3.160183721,4.756905929,0,0,7.89,26.91,8000,6500,4000,6500,1.825,0.129,16.443,26.32,7.895,4.142,8.11,28.53,1,0,0,0,0,0,1,1,0,0,0,0,1560,577,67,76,112,172,0,5,2,27,0,0,0,10,0,0,0,14,0,5,0,1,0,0,2,2,4,81,5.6,7.55,2,6,132,2.8,194,194,12,8,2.20087,3.43253,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Be,Tm,8.098176455,30.09638585,9.012182,168.93421,2743,2223,130,45,2,3,96,190,1848,9321,1.67,1.23,1.57,1.25,9.3227,6.18431,0,0,-3.755038695,-4.47387849,2.508239481,3.905274476,3.160183721,4.920337518,0,0,7.89,29.78,8000,9500,4000,3100,1.825,0.16,16.443,27.03,7.895,16.84,8.11,30.14,1,0,0,0,0,1,1,1,0,0,0,0,1560,1818,67,37,112,175,0,1,2,15,0,0,0,0,0,1,0,13,0,0,0,0,0,0,2,2,4,69,5.6,21.8,2,6,132,31,194,194,12,12,2.20087,3.43941,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Be,U,8.098176455,20.7488474,9.012182,238.02891,2743,4200,130,100,2,3,96,196,1848,19050,1.67,1.51,1.57,1.38,9.3227,6.1941,0,0,-3.755038695,-11.29233996,2.508239481,3.42137628,3.160183721,4.310663995,0,0,7.89,20.025,8000,0,4000,0,1.825,0.116,16.443,27.665,7.895,9.14,8.11,21.18,1,0,0,0,0,1,1,1,0,0,0,0,1560,1408,67,20,112,158,0,20,2,6,0,9,0,1,0,11,0,3,0,0,0,0,0,0,2,2,4,92,5.6,24.9,2,7,132,111,194,63,12,4,2.20087,2.70235,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0]"
Be,V,8.098176455,13.84489822,9.012182,50.9415,2743,3680,130,160,2,5,96,153,1848,6110,1.67,1.64,1.57,1.63,9.3227,6.74619,0,0,-3.755038695,-8.93926069,2.508239481,2.963255488,3.160183721,3.733467966,0,0,7.89,13.01,8000,3300,4000,3400,1.825,0.489,16.443,24.89,7.895,21.5,8.11,13.88,1,0,0,1,0,0,1,1,0,0,0,0,1560,2183,67,46,112,134,0,7,2,5,0,7,0,3,0,0,0,0,0,0,0,0,0,0,2,2,4,23,5.6,12.4,2,4,132,47,194,229,12,8,2.20087,2.59229,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0]"
Be,Xe,8.098176455,36952.92402,9.012182,131.293,2743,165,130,0,2,18,96,140,1848,5.9,1.67,0,1.57,2.6,9.3227,12.12984,0,6.456,-3.755038695,0.04873128,2.508239481,4.751892136,3.160183721,5.987008929,0,0,7.89,53.65,8000,0,4000,0,1.825,0.158,16.443,20.786,7.895,2.27,8.11,57.83,1,0,0,0,0,0,1,0,0,0,0,1,1560,161.3,67,102,112,0,0,0,2,18,0,0,0,10,0,0,0,0,0,0,0,6,0,0,2,2,4,54,5.6,4.044,2,5,132,0,194,225,12,12,2.20087,4.85032,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Be,Yb,8.098176455,43.73967194,9.012182,173.054,2743,1469,130,31,2,3,96,187,1848,6570,1.67,0.92,1.57,1.26,9.3227,6.25416,0,0,-3.755038695,-1.47410408,2.508239481,4.086451411,3.160183721,5.148606152,0,0,7.89,34.12,8000,9500,4000,3100,1.825,0.155,16.443,26.74,7.895,7.66,8.11,41.17,1,0,0,0,0,1,1,1,0,0,0,0,1560,1092,67,39,112,190,0,0,2,16,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,2,4,70,5.6,20.9,2,6,132,9.9,194,225,12,12,2.20087,3.8532,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0]"
Bi,Ar,35.48345908,37184.28542,208.9804,39.948,1837,87.2,31,0,15,18,148,106,9780,1.784,1.16,0,2.02,0,7.2855,15.75961,0,9.26,-3.9736944,0.05854104,4.039197959,3.850300758,5.089070533,4.851074973,0,0,32.95,28.54,5300,0,6000,0,0.122,0.52,25.52,20.786,11.106,1.18,35.38,36.3,0,0,0,0,0,0,1,0,0,0,0,1,544.4,83.8,86,100,162,0,3,0,29,8,0,0,10,0,0,0,14,0,3,0,3,6,0,0,2,2,83,18,0.4,1.6411,6,3,12,0,12,225,3,12,3.11221,3.98863,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,As,35.48345908,21.72396574,208.9804,74.9216,1837,887,31,22,15,15,148,119,9780,5727,1.16,1.44,2.02,2.18,7.2855,9.7886,0,0,-3.9736944,-4.650889115,4.039197959,3.539684396,5.089070533,4.459722881,0,0,32.95,22.175,5300,3300,6000,4000,0.122,0.329,25.52,24.64,11.106,24.44,35.38,21.52,0,0,0,0,0,0,1,1,0,1,0,0,544.4,1090,86,84,162,115,3,3,29,15,0,0,10,10,0,0,14,0,3,3,3,3,0,0,2,2,83,33,0.4,4.31,6,4,12,0,12,166,3,3,3.11221,2.5579,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Au,35.48345908,16.94706362,208.9804,196.966569,1837,3129,31,220,15,11,148,136,9780,19300,1.16,1.57,2.02,2.54,7.2855,9.22553,0,0,-3.9736944,-3.20969261,4.039197959,3.220442052,5.089070533,4.057502731,0,0,32.95,16.7,5300,1100,6000,1000,0.122,0.129,25.52,25.418,11.106,12.55,35.38,16.96,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1337.33,86,66,162,143,3,1,29,25,0,0,10,10,0,0,14,14,3,0,3,0,0,1,2,1,83,79,0.4,5.8,6,6,12,27,12,225,3,12,3.11221,2.94955,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,B,35.48345908,7.297767265,208.9804,10.811,1837,4273,31,320,15,13,148,84,9780,2460,1.16,1.75,2.02,2.04,7.2855,8.29802,0,1.524,-3.9736944,-6.677698154,4.039197959,2.429779429,5.089070533,3.061330249,0,0,32.95,7.1725,5300,2900,6000,2000,0.122,1.026,25.52,11.087,11.106,50.2,35.38,7.75,0,0,0,0,0,0,1,0,0,1,0,0,544.4,2348,86,72,162,88,3,5,29,3,0,0,10,0,0,0,14,0,3,5,3,1,0,0,2,2,83,5,0.4,3.03,6,2,12,0,12,166,3,5.5,3.11221,1.72536,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Ce,35.48345908,34.78450148,208.9804,140.116,1837,3633,31,22,15,3,148,204,9780,6689,1.16,1.19,2.02,1.12,7.2855,5.5387,0,0,-3.9736944,-4.77656965,4.039197959,4.207394381,5.089070533,5.300984746,0,0,32.95,37.24,5300,9500,6000,3100,0.122,0.192,25.52,26.94,11.106,5.46,35.38,34.47,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1071,86,15,162,182,3,22,29,4,0,9,10,1,0,13,14,1,3,0,3,0,0,0,2,2,83,58,0.4,29.6,6,6,12,14,12,194,3,12,3.11221,3.33785,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Co,35.48345908,10.99586068,208.9804,58.933195,1837,3200,31,180,15,9,148,126,9780,8900,1.16,1.75,2.02,1.88,7.2855,7.88101,0,0,-3.9736944,-7.080389145,4.039197959,2.736406748,5.089070533,3.447656463,0,1.5484712,32.95,10.245,5300,3100,6000,2700,0.122,0.421,25.52,24.81,11.106,16.2,35.38,11.12,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1768,86,58,162,125,3,3,29,9,0,3,10,7,0,0,14,0,3,0,3,0,0,0,2,2,83,27,0.4,7.5,6,4,12,75,12,194,3,12,3.11221,2.48024,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Cs,35.48345908,117.4560158,208.9804,132.9054519,1837,944,31,1.6,15,1,148,244,9780,1879,1.16,0.55,2.02,0.79,7.2855,3.893905,0,0,-3.9736944,-0.85462646,4.039197959,6.140481453,5.089070533,7.736521839,0,0,32.95,115.765,5300,6000,6000,6000,0.122,0.242,25.52,32.21,11.106,2.09,35.38,67.55,0,1,0,0,0,0,1,1,0,0,0,0,544.4,301.59,86,5,162,264,3,1,29,1,0,0,10,0,0,0,14,0,3,0,3,0,0,1,2,1,83,55,0.4,59.42,6,6,12,0,12,229,3,8,3.11221,5.32395,"[1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0]"
Bi,Fe,35.48345908,11.77736497,208.9804,55.845,1837,3134,31,170,15,8,148,132,9780,7874,1.16,1.77,2.02,1.83,7.2855,7.9024,0,0,-3.9736944,-8.28548436,4.039197959,2.778923379,5.089070533,3.501224062,0,2.1106628,32.95,10.73,5300,2400,6000,1400,0.122,0.449,25.52,25.1,11.106,13.81,35.38,11.78,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1811,86,55,162,125,3,4,29,8,0,4,10,6,0,0,14,0,3,0,3,0,0,0,2,2,83,26,0.4,8.4,6,4,12,82,12,229,3,8,3.11221,2.46654,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Ho,35.48345908,31.14037991,208.9804,164.93032,1837,2973,31,40,15,3,148,192,9780,8795,1.16,1.22,2.02,1.23,7.2855,6.0215,0,0,-3.9736944,-4.577416877,4.039197959,3.946510119,5.089070533,4.972291172,0,0,32.95,30.73333333,5300,9500,6000,3100,0.122,0.165,25.52,27.15,11.106,11.76,35.38,31.11,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1747,86,33,162,177,3,3,29,13,0,0,10,0,0,3,14,11,3,0,3,0,0,0,2,2,83,67,0.4,23.6,6,6,12,26,12,194,3,12,3.11221,3.48112,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Bi,La,35.48345908,37.53064612,208.9804,138.90547,1837,3737,31,28,15,3,148,207,9780,6146,1.16,1.18,2.02,1.1,7.2855,5.5769,0,0,-3.9736944,-4.927546185,4.039197959,4.194456026,5.089070533,5.28468344,0,0,32.95,36.8975,5300,9500,6000,3100,0.122,0.195,25.52,27.11,11.106,6.2,35.38,37.42,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1193,86,13,162,187,3,9,29,3,0,9,10,1,0,0,14,0,3,0,3,0,0,0,2,2,83,57,0.4,31.1,6,6,12,14,12,194,3,12,3.11221,3.71998,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0]"
Bi,Mg,35.48345908,23.2222931,208.9804,24.305,1837,1363,31,45,15,2,148,141,9780,1738,1.16,1.17,2.02,1.31,7.2855,7.646235,0,0,-3.9736944,-1.54227231,4.039197959,3.577326635,5.089070533,4.50714913,0,0,32.95,22.89,5300,5300,6000,500,0.122,1.023,25.52,24.869,11.106,8.48,35.38,23.48,0,1,0,0,0,0,1,1,0,0,0,0,544.4,923,86,68,162,160,3,0,29,2,0,0,10,0,0,0,14,0,3,0,3,0,0,0,2,2,83,12,0.4,10.76666667,6,3,12,17,12,194,3,12,3.11221,3.18377,"[1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Na,35.48345908,39.43832888,208.9804,22.98976928,1837,1156,31,6.3,15,1,148,166,9780,968,1.16,0.82,2.02,0.93,7.2855,5.139076,0,0,-3.9736944,-1.260241383,4.039197959,3.88167309,5.089070533,4.890601634,0,0,32.95,29.24333333,5300,1100,6000,500,0.122,1.228,25.52,28.23,11.106,2.6,35.38,39.76,0,1,0,0,0,0,1,1,0,0,0,0,544.4,370.87,86,2,162,180,3,1,29,1,0,0,10,0,0,0,14,0,3,0,3,0,0,1,2,1,83,11,0.4,24.11,6,3,12,3.3,12,229,3,12,3.11221,3.72922,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Nb,35.48345908,18.00213298,208.9804,92.90638,1837,5017,31,170,15,5,148,164,9780,8570,1.16,1.64,2.02,1.6,7.2855,6.75885,0,0,-3.9736944,-10.09332153,4.039197959,3.312897187,5.089070533,4.173988903,0,0,32.95,18.18,5300,8500,6000,8800,0.122,0.265,25.52,24.6,11.106,30,35.38,18.15,0,0,0,1,0,0,1,1,0,0,0,0,544.4,2750,86,47,162,143,3,7,29,5,0,6,10,4,0,0,14,0,3,0,3,0,0,1,2,1,83,41,0.4,15.7,6,5,12,38,12,229,3,8,3.11221,2.87565,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Np,35.48345908,19.24483901,208.9804,237,1837,4273,31,0,15,3,148,190,9780,20450,1.16,0,2.02,1.36,7.2855,6.2657,0,0,-3.9736944,-12.94031436,4.039197959,3.329442683,5.089070533,4.194834921,0,0,32.95,18.45375,5300,0,6000,0,0.122,0,25.52,0,11.106,3.2,35.38,19.22,0,0,0,0,0,1,1,1,0,0,0,0,544.4,917,86,22,162,175,3,19,29,7,0,9,10,1,0,10,14,4,3,0,3,0,0,0,2,2,83,93,0.4,24.8,6,7,12,0,12,62,3,4,3.11221,2.48626,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Os,35.48345908,13.98369767,208.9804,190.23,1837,5285,31,0,15,8,148,144,9780,22590,1.16,1.85,2.02,2.2,7.2855,8.43823,0,0,-3.9736944,-11.22070399,4.039197959,3.043082054,5.089070533,3.834043137,0,0,32.95,14.09,5300,5500,6000,9100,0.122,0.13,25.52,24.7,11.106,57.85,35.38,13.8,0,0,0,1,0,0,1,1,0,0,0,0,544.4,3306,86,57,162,135,3,4,29,22,0,4,10,6,0,0,14,14,3,0,3,0,0,0,2,2,83,76,0.4,8.5,6,6,12,222,12,194,3,12,3.11221,2.69382,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Pa,35.48345908,24.96116063,208.9804,231.03586,1837,4273,31,0,15,3,148,200,9780,15370,1.16,0,2.02,1.5,7.2855,5.89,0,0,-3.9736944,-9.49741247,4.039197959,3.692852039,5.089070533,4.652702018,0,0,32.95,25.18,5300,0,6000,0,0.122,0,25.52,0,11.106,12.34,35.38,24.94,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1845,86,18,162,165,3,21,29,5,0,9,10,1,0,12,14,2,3,0,3,0,0,0,2,2,83,91,0.4,25.4,6,7,12,0,12,139,3,12,3.11221,3.29125,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
Bi,Pb,35.48345908,30.34142301,208.9804,207.2,1837,2022,31,46,15,14,148,146,9780,11340,1.16,1.15,2.02,2.33,7.2855,7.41663,0,0,-3.9736944,-3.62902961,4.039197959,3.830865877,5.089070533,4.826588558,0,0,32.95,28.11,5300,2700,6000,1800,0.122,0.13,25.52,24.7,11.106,4.774,35.38,30.32,0,0,0,0,0,0,1,1,0,0,0,0,544.4,600.61,86,81,162,174,3,4,29,28,0,0,10,10,0,0,14,14,3,4,3,2,0,0,2,2,83,82,0.4,6.995,6,6,12,5.6,12,225,3,12,3.11221,3.57454,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Pd,35.48345908,14.69838627,208.9804,106.42,1837,3236,31,180,15,10,148,139,9780,12023,1.16,1.67,2.02,2.2,7.2855,8.3369,0,0,-3.9736944,-5.13777457,4.039197959,3.065947111,5.089070533,3.862851303,0,0,32.95,14.41,5300,3200,6000,8000,0.122,0.244,25.52,25.98,11.106,16.74,35.38,14.72,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1828.05,86,62,162,142,3,0,29,10,0,0,10,10,0,0,14,0,3,0,3,0,0,0,2,0,83,46,0.4,4.8,6,5,12,44,12,225,3,12,3.11221,2.79543,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0]"
Bi,Pr,35.48345908,35.23917573,208.9804,140.90765,1837,3563,31,29,15,3,148,203,9780,6640,1.16,1.2,2.02,1.13,7.2855,5.473,0,0,-3.9736944,-4.77382996,4.039197959,4.14761076,5.089070533,5.225662103,0,0,32.95,35.675,5300,9500,6000,3100,0.122,0.193,25.52,27.2,11.106,6.89,35.38,34.5,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1204,86,17,162,183,3,11,29,5,0,0,10,0,0,11,14,3,3,0,3,0,0,0,2,2,83,59,0.4,28.2,6,6,12,15,12,194,3,12,3.11221,3.70191,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Sc,35.48345908,25.00931092,208.9804,44.955912,1837,3103,31,57,15,3,148,170,9780,2985,1.16,1.27,2.02,1.36,7.2855,6.56149,0,0,-3.9736944,-6.28551309,4.039197959,3.542874021,5.089070533,4.463741557,0,6.35E-06,32.95,22.235,5300,5500,6000,4500,0.122,0.568,25.52,25.52,11.106,14.1,35.38,24.96,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1814,86,11,162,162,3,9,29,3,0,9,10,1,0,0,14,0,3,0,3,0,0,0,2,2,83,21,0.4,17.8,6,4,12,29,12,194,3,12,3.11221,3.21375,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Se,35.48345908,27.20880463,208.9804,78.96,1837,958,31,8.3,15,16,148,120,9780,4819,1.16,0,2.02,2.55,7.2855,9.75239,0,0.799,-3.9736944,-3.47079191,4.039197959,3.728679007,5.089070533,4.697841169,0,0,32.95,25.92,5300,2200,6000,6000,0.122,0.321,25.52,25.363,11.106,6.69,35.38,29.81,0,0,0,0,0,0,1,0,0,0,0,1,544.4,494,86,89,162,118,3,2,29,16,0,0,10,10,0,0,14,0,3,2,3,4,0,0,2,2,83,34,0.4,3.77,6,4,12,3.7,12,14,3,2,3.11221,2.364,"[1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Si,35.48345908,20.01637772,208.9804,28.0855,1837,3173,31,100,15,14,148,111,9780,2330,1.16,1.5,2.02,1.9,7.2855,8.15168,0,0.773,-3.9736944,-5.424918005,4.039197959,3.444849839,5.089070533,4.340238825,0,0,32.95,20.44,5300,4700,6000,1000,0.122,0.712,25.52,19.99,11.106,50.21,35.38,20.02,0,0,0,0,0,0,1,0,0,1,0,0,544.4,1687,86,78,162,110,3,4,29,4,0,0,10,0,0,0,14,0,3,4,3,2,0,0,2,2,83,14,0.4,5.53,6,3,12,0,12,227,3,4,3.11221,2.36803,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Sm,35.48345908,33.95681901,208.9804,150.36,1837,2076,31,38,15,3,148,198,9780,7353,1.16,1.21,2.02,1.17,7.2855,5.6437,0,0,-3.9736944,-4.713379635,4.039197959,4.050607032,5.089070533,5.103445064,0,0,32.95,33.23,5300,9500,6000,3100,0.122,0.196,25.52,29.54,11.106,8.62,35.38,33.14,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1345,86,23,162,185,3,8,29,8,0,0,10,0,0,8,14,6,3,0,3,0,0,0,2,2,83,62,0.4,28.8,6,6,12,20,12,166,3,12,3.11221,3.61456,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Tb,35.48345908,32.10949276,208.9804,158.92535,1837,3503,31,38.7,15,3,148,194,9780,8219,1.16,1.22,2.02,1.21,7.2855,5.8638,0,0,-3.9736944,-4.629217697,4.039197959,3.988997542,5.089070533,5.025821971,0,0,32.95,31.73666667,5300,9500,6000,3100,0.122,0.182,25.52,28.91,11.106,10.15,35.38,31.95,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1629,86,29,162,176,3,5,29,11,0,0,10,0,0,5,14,9,3,0,3,0,0,0,2,2,83,65,0.4,25.5,6,6,12,22,12,194,3,12,3.11221,3.54101,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Th,35.48345908,32.86568321,208.9804,232.03806,1837,5093,31,54,15,3,148,206,9780,11724,1.16,1.28,2.02,1.3,7.2855,6.3067,0,0,-3.9736944,-7.41254306,4.039197959,4.015357627,5.089070533,5.059033597,0,0,32.95,32.37,5300,0,6000,0,0.122,0.118,25.52,27.32,11.106,13.81,35.38,32.86,0,0,0,0,0,1,1,1,0,0,0,0,544.4,2023,86,16,162,178,3,8,29,4,0,8,10,2,0,0,14,0,3,0,3,0,0,0,2,2,83,90,0.4,32.1,6,7,12,31,12,225,3,12,3.11221,3.56059,"[1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0]"
Bi,Ti,35.48345908,17.63631716,208.9804,47.867,1837,3560,31,110,15,4,148,160,9780,4507,1.16,1.52,2.02,1.54,7.2855,6.82812,0,0,-3.9736944,-7.77522712,4.039197959,3.219799121,5.089070533,4.056692689,0,2.25E-05,32.95,16.69,5300,1100,6000,1600,0.122,0.524,25.52,25.06,11.106,14.15,35.38,17.67,0,0,0,1,0,0,1,1,0,0,0,0,544.4,1941,86,43,162,142,3,8,29,4,0,8,10,2,0,0,14,0,3,0,3,0,0,0,2,2,83,22,0.4,14.6,6,4,12,44,12,194,3,8,3.11221,2.70452,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
Bi,Tl,35.48345908,28.64087656,208.9804,204.3833,1837,1746,31,43,15,13,148,145,9780,11850,1.16,1.12,2.02,1.62,7.2855,6.108194,0,0,-3.9736944,-2.27267753,4.039197959,3.775558738,5.089070533,4.756905929,0,0,32.95,26.91,5300,6500,6000,6500,0.122,0.129,25.52,26.32,11.106,4.142,35.38,28.53,0,0,0,0,0,0,1,1,0,0,0,0,544.4,577,86,76,162,172,3,5,29,27,0,0,10,10,0,0,14,14,3,5,3,1,0,0,2,2,83,81,0.4,7.55,6,6,12,2.8,12,194,3,8,3.11221,3.43253,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]"
Bi,U,35.48345908,20.7488474,208.9804,238.02891,1837,4200,31,100,15,3,148,196,9780,19050,1.16,1.51,2.02,1.38,7.2855,6.1941,0,0,-3.9736944,-11.29233996,4.039197959,3.42137628,5.089070533,4.310663995,0,0,32.95,20.025,5300,0,6000,0,0.122,0.116,25.52,27.665,11.106,9.14,35.38,21.18,0,0,0,0,0,1,1,1,0,0,0,0,544.4,1408,86,20,162,158,3,20,29,6,0,9,10,1,0,11,14,3,3,0,3,0,0,0,2,2,83,92,0.4,24.9,6,7,12,111,12,63,3,4,3.11221,2.70235,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
Bi,V,35.48345908,13.84489822,208.9804,50.9415,1837,3680,31,160,15,5,148,153,9780,6110,1.16,1.64,2.02,1.63,7.2855,6.74619,0,0,-3.9736944,-8.93926069,4.039197959,2.963255488,5.089070533,3.733467966,0,0,32.95,13.01,5300,3300,6000,3400,0.122,0.489,25.52,24.89,11.106,21.5,35.38,13.88,0,0,0,1,0,0,1,1,0,0,0,0,544.4,2183,86,46,162,134,3,7,29,5,0,7,10,3,0,0,14,0,3,0,3,0,0,0,2,2,83,23,0.4,12.4,6,4,12,47,12,229,3,8,3.11221,2.59229,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
